,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,un
Alabama-Colbert,-0.1408442269324038,-0.1442255739450501,-0.137554494561964,-0.4476216998997832,0.1513873847578394,0.4857147615164333,-0.1549243082342631,-0.35289968274872335,0.023498466999804964,-0.13584510176217687,-0.43025540057514505,-0.1638154936510033,-0.23145004081377324,-0.42441990486906983,-0.011213833452240429,0.16414737719951725,-0.5796128886756229,-0.7830100482842361,1.0890875679207583,-0.4777129187403027,0.8659553487390086,1.5042968536274899,-1.4716554615444772,-0.2523528137399526,-0.6453205610682288,-0.5463082410840021,-0.9853668631722955,-0.08549862750843848,-0.16237390465370255,0.5571954502446216,-0.2244265843794865,-0.6978910944264964,-0.633107008831028,0.2211119133232737,-0.14717080696063084
Alabama-Conecuh,-0.27108145709796244,-0.2727037587199239,-0.269455848625691,-0.4892052168167348,-1.065394832045392,2.523971770693375,-0.19629227178964304,-0.46685244833746076,-0.11258977713575608,-0.29258342020706213,-1.6447609293970724,0.07857877168673684,-1.291840301312338,0.00617412382845653,1.9607479279394167,1.4809804285915615,-1.8203096912245127,0.7299744319472672,-0.5675843963308892,-0.31168385055011516,2.121313098006801,1.8830459980770302,-2.056361215557837,-0.31774339517822137,-0.7252031375373279,-0.7857247142096212,-1.0482940132851402,1.1467331485569998,-0.27977395408921363,0.4554397429893884,-0.7006651399228618,0.09406344431267964,1.1248790370337212,3.541847503793726,-0.22833930357267657
Alabama-Coosa,-0.2768385948127775,-0.2765146334807228,-0.27708635302589074,-0.4632155187436401,-0.446100657184966,1.5433670240103101,-0.22387091415989635,-0.46685244833746076,-0.11258977713575608,-0.2980786476106206,-1.155735738154153,0.0629404319875278,-1.0418151730008036,-0.38250367198700974,0.21724515109923231,0.2838594727806121,-2.040180010663556,0.3998687271694848,-0.0987149724860833,-0.003344152482624704,2.0690065251206438,0.8121001413576383,-0.06148276068872756,-0.1542669415825494,-0.6453205610682288,-0.36674588623978777,-0.7965854128337618,0.9502904016480173,-0.27887868851760206,0.3028061821065377,-0.009351107682478628,-0.5190626501950696,-0.633107008831028,2.1744857900705985,-0.23445662401905823
Alabama-Covington,-0.19270858290732673,-0.19506277092160373,-0.19039619868389526,-0.49440315643135374,0.3432813544329006,0.3036024514181499,-0.16871362941938972,-0.35289968274872335,0.023498466999804964,-0.19785291621741427,-0.7503840587208586,-0.61367839899825,-0.4843768147149968,-0.6092323862126984,0.32546256483414016,0.6002414396735057,-0.7523681396634432,-0.7555012395527543,0.43267037453803087,0.5896168053394728,0.6392935328989904,0.4986525735373272,0.31685625661403444,-0.2523528137399526,-0.4855554081300305,0.17194117829285527,-0.7651218377773394,0.39667902399542865,-0.20972944474014135,0.3664034991410587,-0.2705141865288455,-0.31468728535915325,0.24588601410134667,0.7582897294287878,-0.18021810349305267
Alabama-Crenshaw,-0.2677205165277793,-0.26831838022634125,-0.2670824604722042,-0.48400727720211584,-0.21495564825818744,1.0390560114304483,-0.12734566586400975,0.21686414519496353,-0.11258977713575608,-0.2893603986331916,-0.7830787087057305,0.09942989128568223,-0.5475682075571126,-0.1271957080690074,-0.09538293302383546,-0.4258622367358795,-0.5324978202243991,-1.8558535888120293,0.49518629771733813,-0.050781029108392335,1.5459407962590634,0.3288684743013262,0.45443408108776623,-0.31774339517822137,-0.53881045910943,-0.4864541228025973,-0.009996036423205004,0.8252813808877548,-0.2670665278414136,-0.01518040306606722,0.03673649446688036,-0.008124238105278642,0.026137758368252956,0.39203212753866445,-0.22479452716774093
Alabama-Cullman,-0.05777292696797995,-0.056275435830665826,-0.059201942127036104,-0.34886084722202326,0.7314305203665481,-0.529911583262455,-0.18250295060451638,-0.238946917159986,-0.11258977713575608,-0.04248474763978711,-0.5546035361811156,-0.6903062635243744,-0.4998522578600047,-0.6054218195870565,0.12105189444598065,0.07008787352865681,-0.3911526148707284,-0.7555012395527543,0.5264442593069911,0.28127710727198235,0.4126317170589727,0.746798564728407,-0.09587721680716035,-0.285048104459087,-0.4855554081300305,-0.36674588623978777,-0.6392675375516504,0.5574049078300508,-0.08893540343613268,0.9387793524517475,-0.8235654123211523,-0.5446095707995593,0.24588601410134667,-0.19398003548553286,-0.08372619237326333
Alabama-Dale,-0.15518382239400527,-0.15440705676493996,-0.15589598902271812,-0.2604958737735012,-0.24548423434285646,0.7518789070446936,-0.16871362941938972,-0.011041385982511266,-0.11258977713575608,-0.1589767422257804,-0.0853345907821353,-0.22793268641776038,-0.22822599015856326,-0.4301357548075326,0.1931968369359195,0.17269824116959526,-0.6110229343097718,-0.3153602998490444,0.8077659136138753,0.4947430520879375,0.08135675544663812,1.0733064478745635,-1.2652887248338798,-0.285048104459087,-0.4589278826403308,0.05223294173004573,-0.6392675375516504,-0.5141009844007652,-0.17944408029152015,-0.14237503713510918,0.5129750500102551,-0.5190626501950696,-0.4133587530979343,0.6850382090507634,-0.1457425718071859
Alabama-Dallas,-0.1793399954389748,-0.1879708415091287,-0.17098483495188024,-0.556778431806781,-2.0423095867547962,4.240030077388738,-0.21008159297476972,-0.35289968274872335,-0.11258977713575608,-0.18872020909508513,-1.4583549391989634,-0.4041246470288489,-0.9952276410330193,-0.5473106785460188,2.1050378129192944,2.532736696911181,-0.7052530712122194,0.317342300975039,-0.9114219738170795,-0.620023548617606,1.5285052719636771,0.407230366256403,0.38564516885090067,-0.21965752302081817,-0.2991627297021325,-0.007621176551358979,-0.7651218377773394,0.11094411940054409,-0.21045100206651485,0.3028061821065377,-0.1322513800807691,-0.442421888381601,0.24588601410134667,2.027982749314549,-0.15961193968280787
Alabama-DeKalb,-0.08877314022343423,-0.0856836435743854,-0.0917284274429561,0.1553392953960144,0.2386119164283219,-0.4808813459283018,-0.08597770230862976,-0.35289968274872335,0.023498466999804964,-0.10041624434047718,-0.6149569303475024,-0.7768384098599977,-0.8980225137784381,-0.73783900982811,0.14510020860929346,0.08718960146881316,-1.066468596004934,-0.7279924308212725,-0.286262742024005,-0.07449946742127615,1.8597802335760112,0.9035223486385606,0.041700607666571445,-0.31774339517822137,-0.7252031375373279,-0.4266000045211925,-0.7965854128337618,-0.08549862750843848,-0.11902701638044988,0.5826343770584304,-0.762115276122007,0.14515728552165855,-0.4133587530979343,-0.09631134164816653,-0.06665620114172859
Alabama-Elmore,-0.058405648305516755,-0.060865082318127164,-0.05602307768311727,-0.4268299414413075,-0.07975762416893978,0.8639480209513296,-0.21008159297476972,-0.2769311723562318,-0.11258977713575608,-0.042728546548551904,0.5752987751444133,-0.45364605607634423,0.0643566068017431,-0.4015565051152189,-0.4681318025551853,-0.31470100512486265,0.36268848034884954,-0.6454660046268267,0.9327977599724898,-0.7386157401820255,0.02905018256048027,1.0341255018970232,-0.4398217779914896,-0.285048104459087,-0.7784581885167274,-0.2470376496769782,-0.7651218377773394,0.9324319701108367,-0.07988921251104265,-0.48580054912152104,1.004576139603417,-0.6212503326130279,-0.633107008831028,0.05019169910788296,-0.08503397395955026
Alabama-Escambia,-0.1925551009987163,-0.18749847177328427,-0.19738109231695483,-0.5099969752752106,-0.6423558534435517,1.7324836537277581,0.20359804257903008,-0.42886819314121494,-0.11258977713575608,-0.19765300111222714,-1.0691181583364116,-0.33427339637238185,-1.1182251735292803,-0.49015217916139137,0.806428848100398,0.6515466234939752,-0.8780083222000397,0.9500449017991224,0.2763805665897623,-0.40655760380165085,0.5172448628312885,1.5173571689533354,-1.4716554615444772,-0.1869622323016838,-0.5654379845991296,-0.6660164776468117,-1.1112211633979845,-0.03192333289689754,-0.22247695750607324,0.035697450561550284,0.22108690306431578,-0.3913280471726219,-0.4133587530979343,1.8326453616398164,-0.1801492728832481
Alabama-Etowah,0.013646277077449281,0.00836261748231537,0.01873250047774385,-0.38524642452435587,0.13394247842374266,0.4717061222781038,-0.19629227178964304,-0.20096266196374024,0.023498466999804964,0.04362015095776241,-0.5353121431805631,-0.45573116803623875,-0.561270422841755,-0.8045239257768421,0.2653417794258579,0.6429957595238969,-0.35974256923657943,0.04225421366022022,-0.286262742024005,-0.6911788635562575,1.0403105916928688,0.916582663964408,-0.5430051463467885,-0.21965752302081817,-0.7784581885167274,-0.6660164776468117,-0.2617046368745832,0.021651961714642756,-0.029112956210685027,0.7098290111274723,-0.4855896632258537,-0.5957034120085384,-0.19361049736484062,0.2211119133232737,-0.039485317921372394
Alabama-Fayette,-0.25845522090186906,-0.25801561328508593,-0.2588186426528098,-0.5359866733483053,0.4305058861033831,0.23355925522650242,-0.23766023534502304,-0.3149154275524776,-0.11258977713575608,-0.27669748331194827,-0.8870507946765793,-0.38483736139982444,-0.7152188416280318,-0.17101722426388838,0.09700358028266784,0.12139305734912618,-0.6267279571268466,-1.0305893268675732,-0.19248885725504358,-0.003344152482624704,1.4587631747821335,0.9557636099419464,0.28246180049560166,-0.31774339517822137,-0.8050857140064271,-0.8455788324910261,-0.8595125629466064,0.9145735385736562,-0.2637126224910479,0.9769377426724615,-0.5163147313254264,-1.0555479828893501,-0.4133587530979343,0.4652836479166893,-0.22168854590030945
