,Men_log,Women_log,Hispanic_scale,White_scale,Black_scale,Native_scale,Asian_scale,Pacific_scale,Construction_log,Production_log,Drive_boxcox,Carpool_boxcox,Walk_boxcox,OtherTransp_boxcox,Income_log,IncomeErr_log,IncomePerCap_log,IncomePerCapErr_log,Poverty_log,ChildPoverty_log,TotalPop_log,MeanCommute_scale
Michigan-Alpena,9.566335084610051,9.60184177306696,-0.5099969752752106,0.9015183571239885,-0.5719375009774434,-0.1549243082342631,-0.3149154275524776,-0.11258977713575608,2.388762789235098,2.6461747973841225,17649418908.228065,4.403634909389865,0.790194514736272,0.83100828002934,10.566922669110548,7.358193752733032,10.002518075999083,6.525029657843462,2.8449093838194073,3.2188758248682006,10.277393191736527,-1.0141370674418122
Michigan-Antrim,9.357639058997062,9.365633256382218,-0.47361139797287793,0.8622673178722718,-0.585946140215773,-0.11355634467888309,-0.35289968274872335,-0.11258977713575608,2.3978952727983707,2.856470206220483,9963189540.414312,5.710232091171531,0.9245723099670654,0.622799085152153,10.754599558385289,7.474204806496124,10.209316470468945,7.069874128458572,2.6741486494265287,3.2068032436339315,10.054791326627294,0.21809470862362595
Michigan-Arenac,8.963544291996744,8.937349848267392,-0.47880933758749683,0.8622673178722718,-0.5719375009774434,-0.058399059938376456,-0.3908839379449692,-0.11258977713575608,2.4069451083182885,2.917770732084279,16815111326.966278,4.374544944480774,1.0423590013458175,0.7393175950494679,10.55338792609279,7.395721608602045,9.961614941212737,6.602587892189336,2.990719731730447,3.4210000089583352,9.643680016850327,0.5216880447556904
Michigan-Baraga,8.568836424568076,8.138856750696325,-0.5047990356605916,-0.09284130391951204,0.6748313912338816,0.3828592179856766,-0.2769311723562318,-0.11258977713575608,2.2823823856765264,2.8735646395797834,21336342464.521557,3.951182474870439,0.9245723099670654,0.46767368991005126,10.591697565316256,7.829630389150193,9.767725101522128,7.549609165154532,2.747270914255491,3.214867803470662,9.069928218259438,-0.9427033412930915
Michigan-Barry,10.300012819074817,10.28922603046026,-0.4424237602851643,0.8491836381216996,-0.5719375009774434,-0.21008159297476972,-0.2769311723562318,-0.11258977713575608,2.468099531471619,3.0252910757955354,21478928448.374485,3.9196935995923896,0.8840266462048618,0.46767368991005126,10.916251424078201,7.844632644464681,10.15793595367875,6.771935555839602,2.3978952727983707,2.747270914255491,10.987781149608049,0.7717060862762145
Michigan-Bay,10.868816036974797,10.900159396357095,-0.31247526991969066,0.6616508950301616,-0.5159029440241255,-0.21008159297476972,-0.238946917159986,-0.11258977713575608,2.151762203259462,2.7343675094195836,23405297243.188725,3.9196935995923896,0.790194514736272,0.5513116879186498,10.727290118975121,7.2682230211595655,10.104180975012746,6.53813982376767,2.70805020110221,3.068052935133617,11.577757692971716,-0.31765823749178207
Michigan-Benzie,9.071997422354437,9.07440609473535,-0.4632155187436401,0.8230162786205545,-0.585946140215773,-0.07218838112350312,-0.35289968274872335,-0.11258977713575608,2.5257286443082556,2.580216829592325,12014234364.171307,5.319477812655111,0.9047609257072509,0.622799085152153,10.76612431107465,7.734996194022781,10.12755068090972,6.894670039433482,2.451005098112319,2.70805020110221,9.766349664317493,0.46811275014414944
Michigan-Berrien,11.238830666026963,11.284002746391979,-0.31247526991969066,-0.005616772249029514,0.4366845241822801,-0.19629227178964304,0.21686414519496353,-0.11258977713575608,2.174751721484161,2.803360380906535,18141309522.868263,3.9196935995923896,1.0119438613510559,0.7393175950494679,10.714262201096881,6.9167150203536085,10.136224935521659,6.318968113746434,2.8735646395797834,3.2771447329921766,11.954818929691944,-0.6569684366982069
Michigan-Branch,10.02300242103727,9.96019864412017,-0.34886084722202326,0.6921794811148306,-0.44585974783247806,-0.21008159297476972,-0.2769311723562318,-0.11258977713575608,2.2617630984737906,3.2068032436339315,16698628711.758715,4.345311374159795,0.9245723099670654,0.7129159957715903,10.70038645533948,7.370860166536716,9.964723752006702,6.429719478039138,2.8735646395797834,3.3250360206965914,10.685240671430098,0.16451941401208503
Michigan-Calhoun,11.09505877414432,11.141064364275842,-0.32806908876354746,0.16010983792488714,0.14250310017736065,-0.1411349870491364,0.25484840039120926,-0.11258977713575608,2.0541237336955462,3.0726933146901194,16013633265.695467,4.687062223055193,1.0840749761967607,0.622799085152153,10.657729832455884,6.962243464266207,10.04975005951438,6.218600119691729,2.8622008809294686,3.2347491740244907,11.811473290732316,-0.49624255286358476
Michigan-Cass,10.171948578540798,10.15785841626691,-0.4008402433682127,0.5002855114397695,-0.27775607697252414,-0.08597770230862976,-0.1629784067674944,-0.11258977713575608,2.4765384001174837,3.1135153092103742,21053514009.48822,4.075385090122899,0.7052943814338556,0.5883840329178517,10.748711835976422,7.539027055823995,10.098807595115739,6.680854678790215,2.6878474937846906,3.100092288878234,10.858075494342627,0.2895284347723468
Michigan-Charlevoix,9.465215121451847,9.490317840042412,-0.4892052168167348,0.8230162786205545,-0.585946140215773,-0.04460973875324981,-0.3149154275524776,-0.11258977713575608,2.272125885509337,2.7788192719904172,13697104648.777271,5.192662285166806,0.8840266462048618,0.42014412825939745,10.748368208122004,7.3783837129967145,10.246651634446913,7.244941546337007,2.509599262378372,2.8094026953624978,10.170992427549091,-0.5498178474751257
Michigan-Cheboygan,9.456497077599392,9.464905067965136,-0.5047990356605916,0.7401529735335964,-0.557928861739114,0.038126188357510145,-0.3149154275524776,-0.11258977713575608,2.617395832834079,2.533696813957432,14923582045.251694,4.769603036973108,0.8394763500390321,0.6548608232528105,10.602094799765434,7.1891677384203225,10.070314688371434,6.961296045910167,2.9014215940827497,3.40452517175483,10.15385709010393,0.5038296132185105
Michigan-Chippewa,9.95967883218587,9.765948138514066,-0.4892052168167348,-0.20623319509113908,-0.15167832382755866,1.8031593000537225,-0.12499415157124862,-0.11258977713575608,2.0412203288596382,2.4765384001174837,12103010809.430443,5.141255647872872,1.2758824330177572,0.6848266081210523,10.645258216708406,7.438383530044307,9.923094082175046,6.590301048196686,2.9391619220655967,3.353406717825807,10.560644795362919,-1.1391460882020747
Michigan-Clare,9.62661352880094,9.65162297294974,-0.47880933758749683,0.8579060912887473,-0.5789418205966083,-0.16871362941938972,-0.3908839379449692,-0.11258977713575608,2.509599262378372,2.856470206220483,16126159358.048819,4.106011489627671,1.0274338075002096,0.83100828002934,10.404717282628672,7.00850518208228,9.861675484721689,6.659293919683638,3.261935314328648,3.7232808808312687,10.332343613434867,0.5395464762928709
Michigan-Clinton,10.544077482357398,10.570111070155717,-0.34886084722202326,0.6485672152795894,-0.4948899851666313,-0.22387091415989635,0.0649271244099803,-0.11258977713575608,2.1162555148025524,2.509599262378372,19952953529.00125,3.9824931926087057,0.7352522999539252,0.46767368991005126,11.01713622603035,7.2399325913204695,10.301122081529105,6.740519359606223,2.468099531471619,2.5572273113676265,11.250326172885911,-0.014064901359717654
Michigan-Crawford,8.857088135314953,8.835064935031076,-0.48400727720211584,0.8753509976228441,-0.5719375009774434,-0.19629227178964304,-0.238946917159986,-0.11258977713575608,2.4159137783010487,2.8094026953624978,11072655772.021122,5.493138521547568,1.1217858086574126,0.7641944631236741,10.639287051551051,7.601402334583733,10.02548392184538,7.274479558773871,2.7212954278522306,2.990719731730447,9.539284342176604,-0.3355166690289626
Michigan-Delta,9.807637226879294,9.827685839119846,-0.5203928545044484,0.7968489191194099,-0.5929504598349378,0.024336867172383477,-0.35289968274872335,-0.11258977713575608,2.4423470353692043,2.9856819377004897,16932263892.249464,4.63141976724662,1.0119438613510559,0.6848266081210523,10.64616272024527,7.588829878307813,10.045898158017241,6.742880635791903,2.8449093838194073,3.1986731175506815,10.510858956074669,-0.8355527520700096
Michigan-Dickinson,9.463896729698588,9.482350275033667,-0.5047990356605916,0.8927959039569409,-0.5719375009774434,-0.16871362941938972,-0.238946917159986,-0.11258977713575608,2.3702437414678603,2.760009940032921,22797970345.77005,3.7594692559541856,1.0274338075002096,0.6548608232528105,10.686909529335855,8.08301991917133,10.121819546853116,7.2078598714324755,2.624668592163159,2.6878474937846906,10.166313248989043,-1.2284382458879761
Michigan-Eaton,10.875061608033514,10.924120281554181,-0.3072773303050717,0.3650874873505212,-0.16568696306588818,-0.18250295060451638,0.2928326555874551,-0.11258977713575608,2.0794415416798357,2.6878474937846906,20635079436.607513,4.2567279071581705,0.7352522999539252,0.622799085152153,10.914961183387474,7.218176838403408,10.224737370956664,6.329720905522696,2.379546134130174,2.747270914255491,11.59303893937051,-0.1390739221199794
Michigan-Emmet,9.699104418939655,9.7240617988542,-0.49440315643135374,0.7009019342818791,-0.557928861739114,0.0657048307277635,-0.238946917159986,0.023498466999804964,2.2617630984737906,2.186051276738094,12192328095.13562,4.74221037222263,1.2431767734477772,0.851039322370432,10.839933790613847,7.388327859577107,10.34525244536991,7.776535028185241,2.379546134130174,2.6390573296152584,10.404808146287813,-0.7105437313097479
Michigan-Genesee,12.208434853319194,12.280256686219182,-0.4060381829828316,-0.12773111658770492,0.8149177836171765,-0.18250295060451638,-0.08700989637500284,-0.11258977713575608,2.0918640616783932,2.8213788864092133,21766460927.09714,4.106011489627671,0.67343992738632,0.5112199906124424,10.653180459281268,6.354370040797351,10.041378179875572,5.707110264748875,3.039749158970765,3.4468078929142076,12.938137608749207,0.4145374555326092
Michigan-Gladwin,9.458605712064172,9.448017793067429,-0.5047990356605916,0.9189632634580853,-0.5789418205966083,-0.16871362941938972,-0.3149154275524776,-0.11258977713575608,2.667228206581955,2.9338568698359038,18772034332.34578,3.9824931926087057,1.109619614873233,0.7129159957715903,10.545893917642873,7.278628942320682,9.963358949573518,6.523562306149512,3.0301337002713233,3.5380565643793527,10.146472946063877,1.2003084431685407
Michigan-Gogebic,9.054388070202297,8.891236429516061,-0.5099969752752106,0.639844762112541,-0.2917647162108536,0.09328347309801677,-0.2769311723562318,0.023498466999804964,2.388762789235098,2.9391619220655967,16013633265.695467,4.659303591635055,1.1773501549007173,0.7129159957715903,10.482513733991373,7.229113877793302,9.952658596542577,7.157735484249907,3.005682604407159,3.5263605246161616,9.669283053862493,-1.0319954989789928
Michigan-Grand Traverse,10.698107702026707,10.728430244950978,-0.43722582067054533,0.7575978798676926,-0.5159029440241255,-0.07218838112350312,-0.20096266196374024,0.023498466999804964,2.066862759472976,2.4595888418037104,16698628711.758715,4.2567279071581705,0.9435288461841634,0.8882713986982212,10.877103351029552,7.507141079727608,10.241743910950843,6.914730892718563,2.3978952727983707,2.6026896854443837,11.406531081722104,-0.5141009844007652
Michigan-Gratiot,10.008432982057622,9.88659568486591,-0.281287632231977,0.5002855114397695,-0.2147172004000414,-0.19629227178964304,-0.3149154275524776,-0.11258977713575608,2.2512917986064953,2.9496883350525844,14608785633.87397,4.490063313290588,1.1450107067300994,0.622799085152153,10.643327461088056,7.2305631534092925,9.884202791124261,6.385194398997726,2.9391619220655967,3.299533727885655,10.642515908352262,-0.15693235365715993
Michigan-Hillsdale,10.042031361984186,10.05216614490749,-0.468413458358259,0.8709897710393202,-0.5649331813582787,-0.16871362941938972,-0.35289968274872335,-0.11258977713575608,2.2300144001592104,3.269568939183719,15790525076.984243,4.345311374159795,1.207061745907019,0.5513116879186498,10.644495894447413,7.201916317531627,9.966039727193092,6.444131256700441,3.0007198150650303,3.475067230228611,10.74025877317895,0.11094411940054409
Michigan-Houghton,9.897268252722212,9.728181330636078,-0.49960109604597264,0.7488754267006442,-0.557928861739114,-0.18250295060451638,0.6346909523536672,-0.11258977713575608,2.1400661634962708,2.2617630984737906,8406045685.376343,4.851073588086901,1.5315686059298985,0.7641944631236741,10.539429259325294,7.440146680662688,9.90752937336246,6.520621127558696,3.0633909220278057,2.8903717578961645,10.509441521393695,-1.4963147189456798
Michigan-Huron,9.682903223616842,9.695786647402777,-0.4632155187436401,0.8840734507898924,-0.5789418205966083,-0.18250295060451638,-0.238946917159986,-0.11258977713575608,2.5877640352277083,3.039749158970765,16582813021.519367,4.2567279071581705,1.1335763751441452,0.622799085152153,10.649250902099034,7.192182058713246,10.059721774566764,6.148468295917647,2.6461747973841225,3.122364924487357,10.382512863752321,-0.46052568978922437
Michigan-Ingham,11.832207943491838,11.890519079863337,-0.182526779554217,-0.18006583558999456,0.14950741979652551,-0.19629227178964304,1.6602658426523034,-0.11258977713575608,1.667706820558076,2.468099531471619,11664485401.880236,4.136473519545377,1.2984885961708537,0.9221966973788448,10.729393952671707,6.747586526829315,10.143920772387299,5.966146739123692,3.109060958860994,3.250374491927572,12.554935655614281,-0.6033931420866666
Michigan-Ionia,10.431671642598266,10.313840694717069,-0.32806908876354746,0.5657039101926313,-0.3898251908791601,-0.1411349870491364,-0.35289968274872335,-0.11258977713575608,2.5649493574615367,2.995732273553991,15790525076.984243,4.9581040401285685,0.9616916936713608,0.5883840329178517,10.802102992730275,7.3938782901077555,9.948508718183648,6.297109319933935,2.714694743820879,2.970414465569701,11.067637862674893,0.7181307916646736
Michigan-Iosco,9.447623486844112,9.4511666581427,-0.468413458358259,0.8360999583711267,-0.5649331813582787,-0.08597770230862976,-0.2769311723562318,-0.11258977713575608,2.501435951739211,2.9496883350525844,17893968950.408558,4.31593211161125,0.995851641462913,0.8099233562582846,10.527204265878074,7.161622002939187,10.064159777925026,7.242082359256962,2.8735646395797834,3.342861804649192,10.142543822310387,-0.29979980595460154
Michigan-Iron,8.645938147306799,8.669055540725484,-0.48400727720211584,0.8709897710393202,-0.5789418205966083,-0.1411349870491364,-0.3149154275524776,-0.11258977713575608,2.624668592163159,2.760009940032921,17050089442.7472,4.63141976724662,1.0119438613510559,0.622799085152153,10.424154590332975,7.452402451223638,9.986218950133592,6.831953565565855,2.747270914255491,3.2108436531709366,9.350710824823459,-0.3890919636405029
Michigan-Isabella,10.442054794483777,10.502269107060352,-0.3800484849097369,0.47847937852214883,-0.42484678897498385,0.1346514366533968,0.1788798899987177,-0.11258977713575608,2.066862759472976,2.4423470353692043,12555057682.302734,3.8880235783936055,1.4184456713018196,0.8099233562582846,10.580937168488774,7.1569563646156364,9.929057828647657,6.315358001522335,3.407841924380824,3.2108436531709366,11.165762283308853,-0.9248449097559109
Michigan-Jackson,11.311604558166492,11.264387179636074,-0.4008402433682127,0.4261446595198592,-0.01859625106342845,-0.18250295060451638,-0.20096266196374024,-0.11258977713575608,2.1400661634962708,2.9231615807191558,17771346672.389027,4.603409089199939,0.9435288461841634,0.6848266081210523,10.74345863753687,7.285506548522785,10.059507911994038,6.220590170099739,2.833213344056216,3.3178157727231046,11.981421708681022,-0.03192333289689754
Michigan-Kalamazoo,11.740523082189334,11.784432422739082,-0.33846496799278536,0.14266493159079102,0.13549878055819595,-0.21008159297476972,0.40678542117619243,-0.11258977713575608,1.8562979903656263,2.517696472610991,18266034080.30775,3.7918954754621423,1.0274338075002096,0.7641944631236741,10.767979599176396,6.887552571664617,10.181725166159909,6.152732694704104,2.9069010598473755,3.0301337002713233,12.45586591743914,-0.5319594159379452
Michigan-Kalkaska,9.079092085366229,9.04310445260027,-0.48400727720211584,0.8491836381216996,-0.557928861739114,-0.1411349870491364,-0.3149154275524776,0.159586711135366,2.7343675094195836,2.8791984572980396,15569989229.095577,5.26903786231084,0.7352522999539252,0.5883840329178517,10.609896407079258,7.198183577101943,9.967400878279781,7.090076835776092,2.833213344056216,3.0252910757955354,9.754407329521975,0.8788566754992958
