,Men_log,Women_log,Hispanic_scale,White_scale,Black_scale,Native_scale,Asian_scale,Pacific_scale,Construction_log,Production_log,Drive_boxcox,Carpool_boxcox,Walk_boxcox,OtherTransp_boxcox,Income_log,IncomeErr_log,IncomePerCap_log,IncomePerCapErr_log,Poverty_log,ChildPoverty_log,TotalPop_log,MeanCommute_scale
Iowa-Monona,8.415824697027949,8.42726848388825,-0.4892052168167348,0.8753509976228441,-0.5719375009774434,-0.058399059938376456,-0.42886819314121494,-0.11258977713575608,2.6878474937846906,2.617395832834079,16239337399.580278,3.6277542104499894,1.2984885961708537,0.5883840329178517,10.60415637449492,7.899153483343097,10.115772360515463,7.390798521735676,2.631888840136646,3.122364924487357,9.114710140960932,-0.1390739221199794
Iowa-Monroe,8.32845106681936,8.258940462988459,-0.5255907941190674,0.8360999583711267,-0.5999547794541025,-0.23766023534502304,-0.238946917159986,-0.11258977713575608,2.4336133554004498,2.884800712846709,19952953529.00125,4.013628660371672,0.9616916936713608,0.5513116879186498,10.74298362943121,8.388222810119277,10.156306404160087,7.988542982737695,2.4932054526026954,2.509599262378372,8.98744678941718,0.14666098247490514
Iowa-Montgomery,8.524168805152662,8.599694412927981,-0.4008402433682127,0.8360999583711267,-0.6069590990732673,-0.21008159297476972,-0.46685244833746076,-0.11258977713575608,2.2617630984737906,2.9652730660692823,15901756157.164196,4.374544944480774,1.109619614873233,0.6848266081210523,10.655328079435291,8.236420527265391,10.062412531523687,7.01571242048723,2.8213788864092133,3.3068867021909143,9.2557916348801,-0.7819774574584694
Iowa-Muscatine,9.971706791513272,9.975854724662028,0.30607954421996375,0.1513873847578394,-0.501894304785796,-0.21008159297476972,-0.011041385982511266,0.023498466999804964,2.1400661634962708,3.2733640101522705,18644462631.022144,4.461392126490072,0.9435288461841634,0.5513116879186498,10.890721253220848,7.5595594960077,10.146551371285469,7.066466970136958,2.517696472610991,2.9444389791664403,10.66693008931473,-1.0319954989789928
Iowa-O'Brien,8.860499167616016,8.859931469616097,-0.3540587868366422,0.7924876925358855,-0.5719375009774434,-0.22387091415989635,-0.1629784067674944,-0.11258977713575608,2.3702437414678603,3.1135153092103742,9963189540.414312,4.659303591635055,1.283589060217764,0.7393175950494679,10.919207243114672,8.155936337972394,10.328755287940472,7.71289096149013,1.9878743481543455,2.2082744135228043,9.553362539461128,-1.4248809927969586
Iowa-Osceola,8.044947049617722,8.03689677268507,-0.23450617570040647,0.7096243874489274,-0.5789418205966083,-0.18250295060451638,-0.35289968274872335,-0.11258977713575608,2.884800712846709,2.9231615807191558,10039262185.251886,5.141255647872872,1.3870723629575583,0.83100828002934,10.80867689133911,7.98139158158007,10.138796800749208,7.1846291527173145,2.1400661634962708,2.388762789235098,8.734077192559303,-0.9962786359046324
Iowa-Page,8.996156562033445,8.934323331054905,-0.4216320018266885,0.7183468406159758,-0.45986838707080757,-0.18250295060451638,-0.011041385982511266,-0.11258977713575608,2.1972245773362196,3.0106208860477417,17050089442.7472,4.106011489627671,1.2431767734477772,0.7393175950494679,10.689942910229725,7.61085279039525,10.069722070677152,7.10085190894405,2.72785282839839,3.0155349008501706,9.658864969544794,-1.4784562874084994
Iowa-Palo Alto,8.43771698991444,8.431635303054591,-0.468413458358259,0.8753509976228441,-0.5159029440241255,-0.22387091415989635,-0.3149154275524776,-0.11258977713575608,2.3978952727983707,2.91235066461494,18900325764.18798,3.8880235783936055,1.1974271677981108,0.6848266081210523,10.760304250413741,7.716460800176355,10.171757421466447,7.194436851100335,2.3702437414678603,2.8213788864092133,9.127827950401718,-1.1570045197392547
Iowa-Plymouth,9.414831034791183,9.440181444738114,-0.3800484849097369,0.814293825453506,-0.5719375009774434,-0.22387091415989635,-0.35289968274872335,0.295674955270927,2.424802725718295,2.8735646395797834,16932263892.249464,4.136473519545377,1.0119438613510559,0.8099233562582846,10.953084651718509,7.857867559331803,10.239638308916676,6.882437470997847,2.0541237336955462,2.33214389523559,10.120733748584254,-0.9427033412930915
Iowa-Pocahontas,8.17413934342947,8.182838710766026,-0.4008402433682127,0.8273775052040789,-0.5229072636432902,-0.22387091415989635,-0.42886819314121494,-0.11258977713575608,2.5952547069568657,3.0155349008501706,10039262185.251886,4.374544944480774,1.3056942868403318,0.6548608232528105,10.715949927730533,7.861341795599989,10.181346536039147,7.157735484249907,2.653241964607215,2.9601050959108397,8.871645667501872,-1.1391460882020747
Iowa-Polk,12.312579004458787,12.345364912407671,-0.16173502109574123,0.1775547442589839,-0.1796956023042177,-0.21008159297476972,1.0145335043161252,0.023498466999804964,1.9878743481543455,2.3702437414678603,19685368542.473904,4.106011489627671,0.790194514736272,0.5883840329178517,11.003115991415362,6.775366090936392,10.35108579524461,6.1903154058531475,2.5572273113676265,2.8903717578961645,13.022253497445673,-0.7462605943841083
Iowa-Pottawattamie,10.735243837295545,10.763546499940231,-0.2033185380126928,0.5918712696937759,-0.5159029440241255,-0.19629227178964304,-0.238946917159986,-0.11258977713575608,2.388762789235098,2.7212954278522306,20087867720.959415,4.2567279071581705,0.8154794234404484,0.6548608232528105,10.858537352560367,7.110696122978827,10.205701030833819,6.715383386334681,2.5649493574615367,2.9444389791664403,11.442642475925098,-0.47838412132640423
Iowa-Poweshiek,9.103534367658373,9.181735114965848,-0.4216320018266885,0.7445142001171203,-0.529911583262455,-0.23766023534502304,0.3308169107837009,0.023498466999804964,2.128231705849268,2.8791984572980396,6557384291.884823,4.044591707927178,1.5796995946895038,0.9532788535456382,10.839698551845414,7.752335163302292,10.166543885161504,7.172424577124845,2.341805806147327,2.2082744135228043,9.836546146782247,-1.2284382458879761
Iowa-Ringgold,7.813591552952433,7.8582541821860294,-0.5047990356605916,0.9189632634580853,-0.5929504598349378,-0.1549243082342631,-0.2769311723562318,-0.11258977713575608,2.6461747973841225,2.72785282839839,11664485401.880236,3.6609918051194663,1.0706494478261503,0.905616121146672,10.75879609867549,8.213110697596676,10.187048645403605,7.732369222284388,2.3608540011180215,2.2512917986064953,8.529319371214077,-0.9427033412930915
Iowa-Sac,8.51057131510735,8.543640361431086,-0.43722582067054533,0.8884346773734163,-0.5649331813582787,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.4069451083182885,2.9652730660692823,19420752923.35261,3.6609918051194663,1.09705687334689,0.5883840329178517,10.811181437184764,7.443078374348516,10.203258756085228,7.017506142941256,2.1041341542702074,2.066862759472976,9.220389707829185,-0.960561772830272
Iowa-Scott,11.331847135049387,11.36855843543904,-0.25529793415888224,0.2691405025129903,-0.07463080801674647,-0.21008159297476972,0.40678542117619243,-0.11258977713575608,2.0794415416798357,2.70805020110221,22499221685.490433,3.5606382399976915,0.790194514736272,0.5883840329178517,10.917159046351838,6.9584483932976555,10.288443784012753,6.3835066348840055,2.4932054526026954,2.8449093838194073,12.0435184212919,-0.8176943205328298
Iowa-Shelby,8.680331928793418,8.717027173294824,-0.4476216998997832,0.8840734507898924,-0.5929504598349378,-0.22387091415989635,-0.2769311723562318,-0.11258977713575608,2.4765384001174837,2.8213788864092133,13598774735.394928,4.547000344099659,1.0423590013458175,0.6548608232528105,10.838639292051202,7.869019376499023,10.229007170467204,7.333676395657684,2.4159137783010487,2.580216829592325,9.391995039782433,-0.8891280466815505
Iowa-Sioux,9.76445534384057,9.747126097411705,-0.07337004764721919,0.5613426836091069,-0.5789418205966083,-0.21008159297476972,-0.20096266196374024,-0.11258977713575608,2.6026896854443837,2.7536607123542622,9443891519.56969,4.2268985309164755,1.2431767734477772,0.7393175950494679,11.028855365179414,7.8168199657645525,10.166966580039741,6.93537044601511,2.1162555148025524,2.4159137783010487,10.44897543856412,-1.907058644300826
Iowa-Story,10.790370070829697,10.715195244217844,-0.4112361225974506,0.44358956585395537,-0.44585974783247806,-0.21008159297476972,2.0021241394185156,-0.11258977713575608,1.9600947840472698,2.312535423847214,8877974955.088242,3.6277542104499894,1.4184456713018196,0.967874466662271,10.828500138222152,7.204892510204673,10.149917850625528,6.593044534142437,3.122364924487357,2.468099531471619,11.446636078629007,-1.0141370674418122
Iowa-Tama,9.063810579280286,9.087268374386188,-0.1565370814811223,0.3389201278493767,-0.5719375009774434,0.6586456416882098,-0.35289968274872335,-0.11258977713575608,2.5494451709255714,3.0252910757955354,13796020772.222324,5.167008658406356,1.0706494478261503,0.7876883935959887,10.918772578614485,7.580189417944541,10.182330676320705,6.902742737158593,2.424802725718295,2.8507065015037334,9.768755439335086,-0.1390739221199794
Iowa-Taylor,8.0507033814703,8.031710375322042,-0.182526779554217,0.6834570279477823,-0.5929504598349378,-0.22387091415989635,-0.238946917159986,-0.11258977713575608,2.5649493574615367,3.254242968705492,12014234364.171307,5.468596395176263,1.09705687334689,0.7876883935959887,10.697520250869932,7.951559331155252,10.078322823556219,6.942156705699469,2.6461747973841225,2.8735646395797834,8.734399150063695,-0.5498178474751257
Iowa-Union,8.70201162840878,8.788745881938135,-0.4424237602851643,0.8535448647052235,-0.5369159028816197,-0.18250295060451638,-0.35289968274872335,-0.11258977713575608,2.128231705849268,3.3250360206965914,16467661241.15248,4.166773725908501,1.0423590013458175,0.46767368991005126,10.699890535397843,7.9714309977693505,10.086725356114435,7.179307969504034,2.6100697927420065,2.9806186357439426,9.43946599496794,-1.2641551089623364
Iowa-Van Buren,8.242493153187626,8.197814032221203,-0.5099969752752106,0.9451306229592299,-0.585946140215773,-0.22387091415989635,-0.3908839379449692,-0.11258977713575608,2.6946271807700692,3.1986731175506815,9812471381.408875,4.931513362209084,1.3264049489509322,0.9380678219464796,10.716881398190429,7.89989532313973,10.054834305030653,7.247080584585756,2.7013612129514133,3.2386784521643803,8.913550280493675,-0.08549862750843848
Iowa-Wapello,9.764972332679383,9.792667717430884,-0.05777622880336232,0.44358956585395537,-0.46687270668997227,-0.22387091415989635,-0.12499415157124862,-0.11258977713575608,2.322387720290225,3.265759410767051,14608785633.87397,4.877999496816435,0.8840266462048618,1.0873777504045024,10.647684247771764,7.22402480828583,10.030824800997323,6.940222469119639,2.9231615807191558,3.2386784521643803,10.472063081843023,-0.9962786359046324
Iowa-Warren,10.057323897250996,10.094768850701554,-0.45281963951440224,0.8579060912887473,-0.5719375009774434,-0.21008159297476972,-0.3149154275524776,0.023498466999804964,2.2823823856765264,2.3702437414678603,19420752923.35261,3.951182474870439,0.9435288461841634,0.3103780168858844,11.073598459572551,7.637716432664798,10.31181522625777,6.668228248417403,1.916922612182061,2.2407096892759584,10.769368809865203,0.20023627708644542
Iowa-Washington,9.291643823040218,9.320986892063246,-0.2864855718465959,0.7227080671994996,-0.557928861739114,-0.23766023534502304,-0.2769311723562318,0.023498466999804964,2.6602595372658615,2.6741486494265287,12192328095.13562,5.167008658406356,1.1668814266889176,0.8701017335679802,10.940047116801228,7.790696031174738,10.212001134567842,7.157735484249907,2.2300144001592104,2.5952547069568657,9.999570161213173,-0.3533751005661425
Iowa-Wayne,8.036573409707312,8.09925056179696,-0.5203928545044484,0.9276857166251338,-0.5719375009774434,-0.19629227178964304,-0.42886819314121494,-0.11258977713575608,2.624668592163159,3.1179499062782403,11838293659.74573,4.714697286478677,1.1217858086574126,0.7876883935959887,10.67724650958846,7.902857191280582,10.043640722719532,7.153833801578843,2.5877640352277083,2.8273136219290276,8.761550139129644,0.09308568786336421
Iowa-Webster,9.862300908205878,9.803777708387116,-0.3540587868366422,0.587510043110252,-0.3267863143066774,-0.19629227178964304,-0.04902564117875701,-0.11258977713575608,2.4849066497880004,2.667228206581955,20359955966.46141,3.594304355884064,0.8840266462048618,0.7393175950494679,10.655092302667642,7.520776415062797,10.07398953252474,6.734591659972948,2.7212954278522306,3.0633909220278057,10.526614548389263,-1.2820135404995163
Iowa-Winnebago,8.560635749259074,8.592671652592143,-0.37485054529511797,0.7706815596182648,-0.5439202225007845,-0.1411349870491364,-0.04902564117875701,-0.11258977713575608,2.128231705849268,3.190476350346503,14096313977.051579,4.490063313290588,1.2599207557846244,0.83100828002934,10.772015592210696,7.939871576361883,10.127470751247781,7.466227556215481,2.2925347571405443,2.2925347571405443,9.26992916338784,-1.1212876566648942
Iowa-Winneshiek,9.248214024404264,9.258940041812245,-0.4632155187436401,0.8666285444557957,-0.5439202225007845,-0.21008159297476972,-0.011041385982511266,-0.11258977713575608,2.312535423847214,2.7013612129514133,5058048860.795499,3.6940210201053354,1.6772583106175067,0.851039322370432,10.904652379038273,7.81035268372429,10.173934448966204,6.837332814685591,2.0918640616783932,2.186051276738094,9.946738594530443,-1.299871972036697
Iowa-Woodbury,10.828698381784841,10.860574678602852,0.20731869154220386,0.020550587252115615,-0.41083814973665433,-0.017031096382996474,0.5207381867649299,-0.11258977713575608,2.2300144001592104,2.990719731730447,19029340125.078194,3.9196935995923896,0.7352522999539252,0.9380678219464796,10.751927617502108,7.135687347028144,10.070272370180954,6.331501849893691,2.681021528714291,2.9652730660692823,11.537910717664136,-0.9962786359046324
Iowa-Worth,8.223627175805483,8.251924713801357,-0.43722582067054533,0.8753509976228441,-0.5369159028816197,-0.23766023534502304,-0.3908839379449692,-0.11258977713575608,2.653241964607215,2.9806186357439426,16126159358.048819,4.2567279071581705,1.056753740431538,0.5883840329178517,10.788473358581868,7.962415680121064,10.115934094302002,7.028201432058005,2.4849066497880004,2.5494451709255714,8.93102321585603,-0.7105437313097479
Iowa-Wright,8.771215062375383,8.778017809698136,-0.052578289188743396,0.5482590038585347,-0.5789418205966083,-0.23766023534502304,-0.2769311723562318,0.023498466999804964,2.5257286443082556,3.1179499062782403,12926649972.95958,4.74221037222263,1.2516506078629137,0.9380678219464796,10.68505761344597,8.269244521183056,10.177932398205888,7.316548177182976,2.4069451083182885,2.7212954278522306,9.467769401256943,-1.4784562874084994
Kansas-Allen,8.77043908654689,8.80086724247048,-0.4112361225974506,0.6878182545313067,-0.48788566554746654,-0.21008159297476972,-0.2769311723562318,0.023498466999804964,2.2192034840549946,3.1822118404966093,14923582045.251694,4.63141976724662,1.2164431740179609,0.7129159957715903,10.563543198095873,7.752764808851328,9.936487030799237,7.0825485693553,2.8903717578961645,3.1135153092103742,9.478916074688227,-1.2462966774251558
Kansas-Anderson,8.27410200229233,8.287780027088433,-0.5515804921921621,0.8535448647052235,-0.5999547794541025,0.0794941519128901,-0.46685244833746076,-0.11258977713575608,2.8678989020441064,2.740840023925201,10990170275.802034,5.662562358490308,1.09705687334689,0.905616121146672,10.6138850865026,8.1886891244442,9.962982124321767,7.1459844677143876,2.8622008809294686,3.353406717825807,8.974111581113318,0.2895284347723468
Kansas-Atchison,8.984317679911129,9.066008001086264,-0.4268299414413075,0.556981457025583,-0.3197819946875126,-0.18250295060451638,-0.35289968274872335,0.023498466999804964,2.312535423847214,2.9069010598473755,9443891519.56969,4.74221037222263,1.4184456713018196,0.5883840329178517,10.682376554540992,8.035926369891792,9.984007069594924,7.709756864454165,2.954910279033736,3.269568939183719,9.719143952790535,-0.44266725825204384
Kansas-Barber,7.78155595923534,7.772331575169614,-0.3956423037535937,0.7663203330347409,-0.585946140215773,-0.19629227178964304,-0.2769311723562318,-0.11258977713575608,2.7536607123542622,2.785011242238338,18517607472.058765,3.7918954754621423,1.0423590013458175,0.5513116879186498,10.855357760915753,8.391629968440892,10.246154845820252,7.5485559791698735,2.388762789235098,2.747270914255491,8.470101583882387,-1.7463327604662036
Kansas-Barton,9.496045491543743,9.553362539461128,0.1553392953960144,0.31275276834823157,-0.5159029440241255,-0.22387091415989635,-0.3908839379449692,-0.11258977713575608,2.667228206581955,2.5877640352277083,17168591023.652016,4.74221037222263,1.056753740431538,0.5883840329178517,10.692240323807754,7.980023592310645,10.099794193896745,7.151485463904735,2.766319109226186,3.1179499062782403,10.218261795359789,-1.1212876566648942
Kansas-Bourbon,8.898911905794401,8.921057018157429,-0.45281963951440224,0.6790958013642584,-0.3618079124025011,-0.12734566586400975,-0.12499415157124862,-0.11258977713575608,2.312535423847214,2.8903717578961645,18141309522.868263,4.136473519545377,0.979115999509283,0.3103780168858844,10.55268284556689,7.711548979629146,9.941890623819074,7.014814351275545,2.954910279033736,3.3568971227655755,9.603192942033504,-0.960561772830272
Kansas-Brown,8.478036476215044,8.531490496117062,-0.3800484849097369,0.3694487139340457,-0.4948899851666313,0.7827495323543497,-0.238946917159986,0.023498466999804964,2.1162555148025524,3.0492730404820207,15029750116.244019,4.2268985309164755,1.0840749761967607,0.42014412825939745,10.685652429413727,8.069029328774958,10.025705185260378,7.0707241072602764,2.797281334830153,3.2386784521643803,9.198267790741914,-1.192721382813615
Kansas-Butler,10.410064162012704,10.401227936753463,-0.3436629076074043,0.6354835355290172,-0.46687270668997227,-0.12734566586400975,-0.12499415157124862,-0.11258977713575608,2.4932054526026954,2.533696813957432,23252228029.38157,3.6609918051194663,0.790194514736272,0.6548608232528105,10.983545434556431,7.959275960116396,10.227272501968187,6.759255270663693,2.341805806147327,2.6946271807700692,11.098802989770881,-0.1390739221199794
Kansas-Chase,7.206377291472252,7.2254814727822945,-0.369652605680499,0.7445142001171203,-0.5439202225007845,-0.030820417568123145,-0.46685244833746076,-0.11258977713575608,2.7788192719904172,2.740840023925201,14923582045.251694,4.2268985309164755,0.9435288461841634,0.622799085152153,10.563775741214291,8.4096079807363,10.063009495553013,7.820439515262181,2.624668592163159,2.884800712846709,7.909122183211411,-0.21050764826870022
Kansas-Chautauqua,7.4977617006225685,7.447751280047908,-0.4892052168167348,0.526452870940914,-0.5649331813582787,0.4931737874666899,-0.46685244833746076,-0.11258977713575608,3.0301337002713233,2.8449093838194073,14401982737.201426,4.2567279071581705,1.3582053189564223,0.5513116879186498,10.545157211213365,8.346167594364134,10.068323794989062,7.60339933974067,2.8213788864092133,3.3214324131932926,8.166216268592143,-0.371233532103323
Kansas-Cherokee,9.243484970568485,9.270023374137356,-0.458017579129021,0.5831488165267275,-0.5719375009774434,0.24496600613441002,-0.3149154275524776,-0.11258977713575608,2.272125885509337,3.039749158970765,21622300132.41098,3.951182474870439,0.995851641462913,0.7393175950494679,10.630746262724841,7.792348924113037,9.893891658862682,6.775366090936392,2.833213344056216,3.265759410767051,9.949989386187548,-0.44266725825204384
Kansas-Cheyenne,7.20934025660291,7.1929342212158,-0.23450617570040647,0.6747345747807345,-0.6069590990732673,-0.23766023534502304,-0.011041385982511266,-0.11258977713575608,2.740840023925201,2.2300144001592104,9299697008.30134,4.63141976724662,1.4556741589063344,0.5513116879186498,10.703244468154331,8.769507120030227,10.189643460991862,7.4798641311650265,2.0918640616783932,2.5257286443082556,7.894318063841624,-1.639182171243122
Kansas-Clark,6.961296045910167,6.993932975223189,0.056578442718254435,0.25605682276241803,-0.5369159028816197,-0.003241775197869835,-0.20096266196374024,0.43176319940648805,2.6878474937846906,2.2407096892759584,16353170365.5518,2.755196385091081,1.46427356984755,0.7393175950494679,10.659351282951539,8.605387202152153,10.130862140378154,7.828834527588089,2.7013612129514133,3.044522437723423,7.6708948313621175,-1.2820135404995163
Kansas-Clay,8.329658067569396,8.360773272144936,-0.4424237602851643,0.844822411538175,-0.5649331813582787,-0.21008159297476972,-0.2769311723562318,-0.11258977713575608,2.653241964607215,2.2925347571405443,13895525858.41487,4.51859876689588,0.995851641462913,0.8099233562582846,10.860267423540328,8.504918160540624,10.196418326423577,7.80710329012598,2.4336133554004498,2.9652730660692823,9.038483865029992,-0.8355527520700096
Kansas-Cloud,8.444622498581403,8.452974619089586,-0.4008402433682127,0.7924876925358855,-0.5789418205966083,-0.21008159297476972,-0.1629784067674944,-0.11258977713575608,2.379546134130174,2.8791984572980396,13796020772.222324,4.374544944480774,1.1561068090712134,0.9380678219464796,10.578521677669146,7.889459149404524,10.018644921923576,7.503289630675082,2.6026896854443837,2.714694743820879,9.141954459109717,-1.4070225612597784
Kansas-Coffey,8.353732642263202,8.345692873253865,-0.4476216998997832,0.8099325988699821,-0.5509245421199492,-0.09976702349375643,-0.238946917159986,0.023498466999804964,2.6602595372658615,2.5952547069568657,19552691193.906063,4.461392126490072,0.8154794234404484,0.3679817498566914,10.958374330000542,8.238536930171769,10.288137520930372,7.126890808898808,2.302585092994046,2.653241964607215,9.042868018032435,-0.49624255286358476
Kansas-Comanche,6.927557906278317,6.897704943128636,-0.34886084722202326,0.8404611849546512,-0.6069590990732673,-0.23766023534502304,-0.2769311723562318,-0.11258977713575608,2.451005098112319,2.517696472610991,13020952701.589808,4.403634909389865,1.3264049489509322,0.5112199906124424,10.720797375716495,8.475328987317539,10.0715834020661,7.5953872788539725,1.9740810260220096,2.2512917986064953,7.605890001053122,-1.7999080550777444
Kansas-Cowley,9.808297365532379,9.792276623200125,-0.052578289188743396,0.2386119164283219,-0.41083814973665433,0.010547545987256835,0.14089563480247197,-0.11258977713575608,2.5257286443082556,2.917770732084279,14401982737.201426,5.063388895304106,0.9616916936713608,0.83100828002934,10.688758021971879,7.756623334538858,9.996522418503318,6.703188113240863,2.8678989020441064,3.1354942159291497,10.493466257606206,-0.8355527520700096
Kansas-Crawford,9.890047640169426,9.88180415770497,-0.31247526991969066,0.5438977772750108,-0.45986838707080757,-0.16871362941938972,0.10291137960622614,-0.11258977713575608,2.1400661634962708,2.8213788864092133,21622300132.41098,3.8880235783936055,0.979115999509283,0.6548608232528105,10.50599861283663,7.443078374348516,9.920639611353694,6.583409222158765,3.091042453358316,2.995732273553991,10.579081573848484,-1.2641551089623364
Kansas-Decatur,7.282761179605593,7.27931883541462,-0.4320278810559263,0.8753509976228441,-0.5789418205966083,-0.1411349870491364,-0.46685244833746076,-0.11258977713575608,2.70805020110221,2.4069451083182885,10039262185.251886,5.419249323637295,1.2984885961708537,0.3679817498566914,10.612926301872958,7.839131648274333,10.305312710723697,8.511175119090675,2.4159137783010487,2.9014215940827497,7.974188669286011,-1.4070225612597784
Kansas-Dickinson,9.181529290122063,9.190137664658664,-0.3436629076074043,0.7096243874489274,-0.5719375009774434,-0.09976702349375643,-0.35289968274872335,-0.11258977713575608,2.5572273113676265,2.791165107812717,13995622669.489563,5.167008658406356,1.1450107067300994,0.7129159957715903,10.801532844068934,7.898039690764619,10.103567164251785,7.051855622955894,2.3513752571634776,2.5257286443082556,9.878989920935728,-0.21050764826870022
Kansas-Doniphan,8.292047637431354,8.260234291607297,-0.43722582067054533,0.6485672152795894,-0.3477992731641716,-0.11355634467888309,-0.3908839379449692,-0.11258977713575608,2.4849066497880004,2.990719731730447,16353170365.5518,3.282999191850638,1.267995442989618,0.7641944631236741,10.762339831363015,8.207129168071326,10.063520895521542,7.038783541388542,2.517696472610991,3.0155349008501706,8.969414650866176,-0.8355527520700096
Kansas-Douglas,10.959366298617336,10.959140146764103,-0.276089692617358,0.20372210376012842,-0.3407949535450069,0.0657048307277635,1.2044547802973542,-0.11258977713575608,1.824549292051046,2.1400661634962708,12014234364.171307,4.547000344099659,1.2758824330177572,0.7641944631236741,10.8383841174024,7.00669522683704,10.225969523029635,6.8001700683022,2.9444389791664403,2.624668592163159,11.652400409643747,-0.5141009844007652
Kansas-Edwards,7.331714969726466,7.288244401020124,0.4464239138146754,0.11213634550612202,-0.5439202225007845,-0.23766023534502304,-0.35289968274872335,-0.11258977713575608,2.8449093838194073,2.884800712846709,15901756157.164196,3.726845619476135,1.1561068090712134,1.0558057437760875,10.764328997415893,8.062432791583195,10.149722435073736,7.350516171833998,2.4595888418037104,2.884800712846709,8.003363058629947,-1.0141370674418122
Kansas-Elk,7.199678345691172,7.203405521083095,-0.37485054529511797,0.7009019342818791,-0.5509245421199492,-0.003241775197869835,-0.3149154275524776,-0.11258977713575608,2.6741486494265287,2.5649493574615367,8145805177.160825,5.010959488192185,1.2599207557846244,0.9532788535456382,10.503916192092866,8.222285073872717,9.988012507605816,7.3752557780097545,2.9069010598473755,3.1986731175506815,7.894690850425624,0.36096216092106825
Kansas-Ellis,9.57858809226753,9.584727524513486,-0.2864855718465959,0.6572896684466378,-0.529911583262455,-0.21008159297476972,0.026942869213734563,0.159586711135366,2.379546134130174,2.424802725718295,22057163544.426395,3.7918954754621423,1.0840749761967607,0.42014412825939745,10.727202363111877,7.9420068084898565,10.169613962022192,7.186901020411631,2.747270914255491,2.5416019934645457,10.274809700521592,-1.8892002127636458
Kansas-Ellsworth,8.196987927258897,7.930206206684683,-0.2708917530027391,0.495924284856245,-0.3407949535450069,-0.19629227178964304,-0.35289968274872335,-0.11258977713575608,2.667228206581955,2.501435951739211,12014234364.171307,4.904812296739002,1.2984885961708537,0.8701017335679802,10.773441109201919,8.477620416296414,10.090050103587338,7.767687277186908,2.1972245773362196,2.0541237336955462,8.765614549914716,-1.3534472666482378
Kansas-Finney,9.846070281666178,9.811865562988816,1.9174408247518366,-1.3575970131415087,-0.45986838707080757,-0.18250295060451638,1.052517759512371,-0.11258977713575608,2.624668592163159,3.139832617527748,12555057682.302734,5.897811009380637,0.9435288461841634,0.7129159957715903,10.80419753244326,7.68017564043659,10.0053670163573,7.02197642307216,2.833213344056216,3.2188758248682006,10.522261341106239,-1.4963147189456798
Kansas-Ford,9.792891131194102,9.729610242524837,2.1721398658681648,-1.4666276777296117,-0.44585974783247806,-0.18250295060451638,0.026942869213734563,-0.11258977713575608,2.7212954278522306,3.374168709274236,14713102657.005001,5.662562358490308,0.7634988231018599,0.8882713986982212,10.83519877513616,7.491087593534876,9.933968259789715,6.921658184151129,2.9014215940827497,3.3250360206965914,10.454898342780828,-1.5677484450944008
Kansas-Franklin,9.447386828459384,9.478686708121222,-0.369652605680499,0.6878182545313067,-0.5229072636432902,-0.18250295060451638,-0.3908839379449692,-0.11258977713575608,2.5257286443082556,2.9338568698359038,15029750116.244019,4.51859876689588,1.056753740431538,0.8701017335679802,10.841167887088753,7.6783263565068856,10.109159357938298,7.249925536717988,2.5726122302071057,2.975529566236472,10.156306404160087,0.20023627708644542
Kansas-Geary,9.860893154903707,9.77684665156873,0.1761310538544902,-0.7208579319469861,0.5277406792314218,-0.1411349870491364,0.7106594627461589,0.840027931813171,2.617395832834079,2.6100697927420065,13796020772.222324,5.319477812655111,0.8840266462048618,0.9953779768656301,10.69176307818765,7.336285660021297,9.973479924356162,7.093404625868766,2.517696472610991,2.8735646395797834,10.512899800876138,-1.1391460882020747
Kansas-Gove,7.233455418621439,7.2078598714324755,-0.4632155187436401,0.8579060912887473,-0.5369159028816197,-0.22387091415989635,-0.2769311723562318,-0.11258977713575608,2.624668592163159,2.5952547069568657,5323624373.636134,4.931513362209084,1.510940257900157,0.7876883935959887,10.744278575008636,8.224163512637862,10.145806083236378,7.575071699507561,2.1041341542702074,2.272125885509337,7.913886714856082,-1.9427755073751865
Kansas-Graham,7.1372784372603855,7.19668657083435,-0.4216320018266885,0.6005937228608242,-0.3898251908791601,-0.19629227178964304,-0.011041385982511266,-0.11258977713575608,2.803360380906535,2.3608540011180215,9443891519.56969,4.687062223055193,1.2758824330177572,0.9532788535456382,10.687982527555349,8.668024081118821,10.248246785526897,7.916807490937603,2.4159137783010487,2.8507065015037334,7.860570785538664,-1.1391460882020747
Kansas-Grant,8.283241441385425,8.258163361537619,1.8082840928448387,-0.9738090737913854,-0.6069590990732673,-0.18250295060451638,-0.46685244833746076,-0.11258977713575608,3.109060958860994,2.6741486494265287,11751124255.594736,5.541964436961195,1.0840749761967607,0.6548608232528105,10.922912323307218,8.685922794690725,10.134400841114699,8.024207485778577,2.33214389523559,2.2823823856765264,8.96392819372262,-1.317730403573877
Kansas-Gray,8.001355025826703,8.03268487596762,0.19172487269834698,0.40433852660223857,-0.6069590990732673,-0.23766023534502304,-0.42886819314121494,-0.11258977713575608,2.856470206220483,2.5494451709255714,14401982737.201426,3.951182474870439,1.3127452270659299,0.7641944631236741,11.018629143155449,7.988882253309227,10.170877627969897,7.050122520269059,2.302585092994046,2.624668592163159,8.71028982137815,-1.371305698185418
